ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PTS,AST,REB,ALL_STAR_APPEARANCES,PIE
445,Wesley,Person,Wesley Person,"Person, Wesley",W. Person,wesley-person,1971-03-28T00:00:00,Auburn,USA,Auburn/USA,78,200,11,10,Guard-Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,wesley_person,1994,2004,N,Y,Y,1994,1,23,11.2,1.7,3.3,0,
1628409,Alec,Peters,Alec Peters,"Peters, Alec",A. Peters,alec-peters,1995-04-13T00:00:00,Valparaiso,USA,Valparaiso/USA,81,235,0,25,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,alec_peters,2017,2017,Y,Y,Y,2017,2,54,4.1,0.6,1.9,0,
2050,Morris,Peterson,Morris Peterson,"Peterson, Morris",M. Peterson,morris-peterson,1977-08-26T00:00:00,Michigan State,USA,Michigan State/USA,79,220,10,"",Guard,Inactive,N,0,"","","","",morris_peterson,2000,2010,N,Y,Y,2000,1,21,10.7,1.5,3.5,0,
101130,Johan,Petro,Johan Petro,"Petro, Johan",J. Petro,johan-petro,1986-01-27T00:00:00,Pau Orthez,France,Pau Orthez/France,84,247,8,10,Center,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,johan_petro,2005,2012,Y,Y,Y,2005,1,25,4.7,0.5,3.9,0,
1629341,Tarik,Phillip,Tarik Phillip,"Phillip, Tarik",T. Phillip,tarik-phillip,1993-08-10T00:00:00,West Virginia,USA,West Virginia/USA,75,195,1,22,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,tarik_phillip,2018,2018,Y,N,N,Undrafted,Undrafted,Undrafted,,,,,
15,Eric,Piatkowski,Eric Piatkowski,"Piatkowski, Eric",E. Piatkowski,eric-piatkowski,1970-09-30T00:00:00,Nebraska,USA,Nebraska/USA,79,215,14,52,Guard-Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,eric_piatkowski,1994,2007,N,Y,Y,1994,1,15,7.5,1,2.2,0,
1718,Paul,Pierce,Paul Pierce,"Pierce, Paul",P. Pierce,paul-pierce,1977-10-13T00:00:00,Kansas,USA,Kansas/USA,79,235,19,34,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,paul_pierce,1998,2016,N,Y,Y,1998,1,10,19.7,3.5,5.6,10,
2554,Mickael,Pietrus,Mickael Pietrus,"Pietrus, Mickael",M. Pietrus,mickael-pietrus,1982-02-07T00:00:00,Pau Orthez,France,Pau Orthez/France,78,215,10,20,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,mickael_pietrus,2003,2012,N,Y,Y,2003,1,11,8.3,0.8,3.1,0,
200838,Kevinn,Pinkney,Kevinn Pinkney,"Pinkney, Kevinn",K. Pinkney,kevinn-pinkney,1983-10-20T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,82,245,0,"",Forward,Inactive,N,0,"","","","",kevinn_pinkney,2006,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,5.2,0.8,2.5,0,
1629033,Theo,Pinson,Theo Pinson,"Pinson, Theo",T. Pinson,theo-pinson,1995-11-05T00:00:00,North Carolina,USA,North Carolina/USA,77,212,2,21,Guard-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,theo_pinson,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.2,0.1,0.2,,-0.058
937,Scottie,Pippen,Scottie Pippen,"Pippen, Scottie",S. Pippen,scottie-pippen,1965-09-25T00:00:00,Central Arkansas,USA,Central Arkansas/USA,80,228,17,33,Forward-Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,scottie_pippen,1987,2003,N,Y,Y,1987,1,5,16.1,5.2,6.4,7,
202354,Dexter,Pittman,Dexter Pittman,"Pittman, Dexter",D. Pittman,dexter-pittman,1988-03-02T00:00:00,Texas,USA,Texas/USA,83,285,3,"",Center,Inactive,N,0,"","","","",dexter_pittman,2010,2013,Y,Y,Y,2010,2,32,2.3,0.2,1.8,0,
2565,Zoran,Planinic,Zoran Planinic,"Planinic, Zoran",Z. Planinic,zoran-planinic,1982-09-12T00:00:00,Cibona,Croatia,Cibona/Croatia,,,2,"","",Inactive,N,0,"","","","",zoran_planinic,2003,2008,N,Y,Y,2003,1,22,3.8,1.1,1.3,0,
202353,Tibor,Pleiss,Tibor Pleiss,"Pleiss, Tibor",T. Pleiss,tibor-pleiss,1989-11-02T00:00:00,FC Barcelona,Germany,FC Barcelona/Germany,87,256,1,21,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,tibor_pleiss,2015,2015,Y,Y,Y,2010,2,31,2,0.2,1.3,0,
1627850,Marshall,Plumlee,Marshall Plumlee,"Plumlee, Marshall",M. Plumlee,marshall-plumlee,1992-07-14T00:00:00,Duke,USA,Duke/USA,84,250,1,40,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,marshall_plumlee,2016,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.9,0.4,2.3,0,
203486,Mason,Plumlee,Mason Plumlee,"Plumlee, Mason",M. Plumlee,mason-plumlee,1990-03-05T00:00:00,Duke,USA,Duke/USA,83,254,7,24,Forward-Center,Active,Y,1610612765,Pistons,DET,pistons,Detroit,mason_plumlee,2013,2020,N,Y,Y,2013,1,22,10.3,3.6,9.5,,0.124
203101,Miles,Plumlee,Miles Plumlee,"Plumlee, Miles",M. Plumlee,miles-plumlee,1988-09-01T00:00:00,Duke,USA,Duke/USA,83,249,7,18,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,miles_plumlee,2012,2018,Y,Y,Y,2012,1,26,4.9,0.5,4.5,0,
2750,Pavel,Podkolzin,Pavel Podkolzin,"Podkolzin, Pavel",P. Podkolzin,pavel-podkolzin,1985-01-15T00:00:00,Metis Varese,Russia,Metis Varese/Russia,89,260,1,"",Center,Inactive,N,0,"","","","",pavel_podkolzin,2004,2005,Y,Y,Y,2004,1,21,0.7,0,1.5,0,
1627751,Jakob,Poeltl,Jakob Poeltl,"Poeltl, Jakob",J. Poeltl,jakob-poeltl,1995-10-15T00:00:00,Utah,Austria,Utah/Austria,85,245,4,25,Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,jakob_poeltl,2016,2020,Y,Y,Y,2016,1,9,7.1,1.8,7.8,,0.099
1629738,Vincent,Poirier,Vincent Poirier,"Poirier, Vincent",V. Poirier,vincent-poirier,1993-10-17T00:00:00,Baskonia,France,Baskonia/France,84,235,1,17,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,vincent_poirier,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.8,0.2,1.4,,-0.02
1513,Scot,Pollard,Scot Pollard,"Pollard, Scot",S. Pollard,scot-pollard,1975-02-12T00:00:00,Kansas,USA,Kansas/USA,83,278,11,66,Center-Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,scot_pollard,1997,2007,N,Y,Y,1997,1,19,4.4,0.4,4.6,0,
178,Olden,Polynice,Olden Polynice,"Polynice, Olden",O. Polynice,olden-polynice,1964-11-21T00:00:00,Virginia,USA,Virginia/USA,82,250,14,"",Center-Forward,Inactive,N,0,"","","","",olden_polynice,1987,2003,N,Y,Y,1987,1,8,7.8,0.7,6.7,0,
202347,Quincy,Pondexter,Quincy Pondexter,"Pondexter, Quincy",Q. Pondexter,quincy-pondexter,1988-03-10T00:00:00,Washington,USA,Washington/USA,79,230,7,3,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,quincy_pondexter,2010,2018,N,Y,Y,2010,1,26,4.5,0.7,1.8,0,
1629044,Shamorie,Ponds,Shamorie Ponds,"Ponds, Shamorie",S. Ponds,shamorie-ponds,1998-06-29T00:00:00,"St. John's, N.Y.",USA,St. John's/USA,72,175,0,"",Guard,Inactive,N,0,"","","","",shamorie_ponds,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.3,0.5,0.3,0,
1629673,Jordan,Poole,Jordan Poole,"Poole, Jordan",J. Poole,jordan-poole,1999-06-19T00:00:00,Michigan,USA,Michigan/USA,76,194,1,3,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,jordan_poole,2019,2020,Y,Y,Y,2019,1,28,10.8,1.4,1.6,,0.136
998,Mark,Pope,Mark Pope,"Pope, Mark",M. Pope,mark-pope,1972-09-11T00:00:00,Kentucky,USA,Kentucky/USA,82,235,6,41,Center-Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,mark_pope,1997,2004,N,Y,Y,1996,2,52,1.9,0.4,1.7,0,
345,Terry,Porter,Terry Porter,"Porter, Terry",T. Porter,terry-porter,1963-04-08T00:00:00,Wisconsin-Stevens Point,USA,Wisconsin-Stevens Point/USA,75,205,16,30,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,terry_porter,1985,2001,N,Y,Y,1985,1,24,12.2,5.6,3,2,
1629645,Kevin,Porter Jr.,Kevin Porter Jr.,"Porter Jr., Kevin",K. Porter Jr.,kevin-porter-jr,2000-05-04T00:00:00,Southern California,USA,Southern California/USA,76,203,1,3,Guard-Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,kevin_porter_jr,2019,2020,Y,Y,Y,2019,1,30,14.9,6.4,2.7,,0.097
1629008,Michael,Porter Jr.,Michael Porter Jr.,"Porter Jr., Michael",M. Porter Jr.,michael-porter-jr,1998-06-29T00:00:00,Missouri,USA,Missouri/USA,82,218,1,1,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,michael_porter_jr,2018,2020,N,Y,Y,2018,1,14,15.9,0.9,7.4,,0.116
203490,Otto,Porter Jr.,Otto Porter Jr.,"Porter Jr., Otto",O. Porter Jr.,otto-porter-jr,1993-06-03T00:00:00,Georgetown,USA,Georgetown /USA,80,198,7,22,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,otto_porter jr.,2013,2020,N,Y,Y,2013,1,3,10,2,5.5,,0.116
1626171,Bobby,Portis,Bobby Portis,"Portis, Bobby",B. Portis,bobby-portis,1995-02-10T00:00:00,Arkansas,USA,Arkansas/USA,82,250,5,9,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,bobby_portis,2015,2020,Y,Y,Y,2015,1,22,10.8,1.1,6.9,,0.127
204001,Kristaps,Porzingis,Kristaps Porzingis,"Porzingis, Kristaps",K. Porzingis,kristaps-porzingis,1995-08-02T00:00:00,Cajasol Sevilla,Latvia,Cajasol Sevilla/Latvia,87,240,4,6,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kristaps_porzingis,2015,2020,N,Y,Y,2015,1,4,19.7,1.3,8.6,,0.131
1899,James,Posey,James Posey,"Posey, James",J. Posey,james-posey,1977-01-13T00:00:00,Xavier,USA,Xavier/USA,80,217,12,41,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,james_posey,1999,2010,N,Y,Y,1999,1,18,8.6,1.6,4.7,0,
2068,Lavor,Postell,Lavor Postell,"Postell, Lavor",L. Postell,lavor-postell,1978-02-26T00:00:00,St. John's,USA,St. John's/USA,77,215,3,7,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,lavor_postell,2000,2002,N,Y,Y,2000,2,39,3.2,0.2,0.7,0,
958,Vitaly,Potapenko,Vitaly Potapenko,"Potapenko, Vitaly",V. Potapenko,vitaly-potapenko,1975-03-21T00:00:00,Wright State,Ukraine,Wright State/Ukraine,82,285,11,20,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,vitaly_potapenko,1996,2006,N,Y,Y,1996,1,12,6.5,0.7,4.5,0,
200796,Leon,Powe,Leon Powe,"Powe, Leon",L. Powe,leon-powe,1984-01-22T00:00:00,California,USA,California/USA,80,240,5,7,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,leon_powe,2006,2010,N,Y,Y,2006,2,49,6.2,0.3,3.8,0,
203939,Dwight,Powell,Dwight Powell,"Powell, Dwight",D. Powell,dwight-powell,1991-07-20T00:00:00,Stanford,Canada,Stanford/Canada,82,240,6,7,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dwight_powell,2014,2020,Y,Y,Y,2014,2,45,4.4,0.8,3.3,,0.074
2694,Josh,Powell,Josh Powell,"Powell, Josh",J. Powell,josh-powell,1983-01-25T00:00:00,North Carolina State,USA,North Carolina State/USA,81,240,7,21,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,josh_powell,2005,2013,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.9,0.5,2.9,0,
2867,Kasib,Powell,Kasib Powell,"Powell, Kasib",K. Powell,kasib-powell,1981-03-18T00:00:00,Texas Tech,USA,Texas Tech/USA,79,215,1,12,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,kasib_powell,2007,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,7.6,1.6,4,0,
1626181,Norman,Powell,Norman Powell,"Powell, Norman",N. Powell,norman-powell,1993-05-25T00:00:00,UCLA,USA,UCLA/USA,75,215,5,24,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,norman_powell,2015,2020,Y,Y,Y,2015,2,46,19.5,1.8,3,,0.106
101232,Roger,Powell,Roger Powell,"Powell, Roger",R. Powell,roger-powell,1983-01-15T00:00:00,Illinois,USA,Illinois/USA,78,220,1,"",Forward,Inactive,N,0,"","","","",roger_powell,2006,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.7,0,1,0,
1627816,Alex,Poythress,Alex Poythress,"Poythress, Alex",A. Poythress,alex-poythress,1993-09-06T00:00:00,Kentucky,USA,Kentucky/USA,81,235,3,22,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,alex_poythress,2016,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.8,0.5,2.3,0,
203515,Phil,Pressey,Phil Pressey,"Pressey, Phil",P. Pressey,phil-pressey,1991-02-17T00:00:00,Missouri,USA,Missouri/USA,71,175,3,"",Guard,Inactive,N,0,"","","","",phil_pressey,2013,2015,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.2,2.9,1.5,0,
201985,AJ,Price,AJ Price,"Price, AJ",A. Price,aj-price,1986-10-07T00:00:00,Connecticut,USA,Connecticut/USA,74,195,5,"",Guard,Inactive,N,0,"","","","",aj_price,2009,2014,N,Y,Y,2009,2,52,5.8,2.2,1.4,0,
85,Brent,Price,Brent Price,"Price, Brent",B. Price,brent-price,1968-12-09T00:00:00,Oklahoma,USA,Oklahoma/USA,73,185,9,25,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,brent_price,1992,2002,N,Y,Y,1992,2,32,5.9,3,1.6,0,
101179,Ronnie,Price,Ronnie Price,"Price, Ronnie",R. Price,ronnie-price,1983-06-21T00:00:00,Utah Valley,USA,Utah Valley/USA,74,190,12,14,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,ronnie_price,2005,2016,N,Y,Y,Undrafted,Undrafted,Undrafted,3.7,1.8,1.2,0,
203143,Pablo,Prigioni,Pablo Prigioni,"Prigioni, Pablo",P. Prigioni,pablo-prigioni,1977-05-17T00:00:00,Baskonia,Argentina,Baskonia/Argentina,75,185,4,9,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,pablo_prigioni,2012,2015,N,Y,Y,Undrafted,Undrafted,Undrafted,3.5,2.8,1.9,0,
1627752,Taurean,Prince,Taurean Prince,"Prince, Taurean",T. Prince,taurean-prince,1994-03-22T00:00:00,Baylor,USA,Baylor/USA,79,218,4,12,Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,taurean_prince,2016,2020,Y,Y,Y,2016,1,12,8.3,1.7,3.6,,0.076
2419,Tayshaun,Prince,Tayshaun Prince,"Prince, Tayshaun",T. Prince,tayshaun-prince,1980-02-28T00:00:00,Kentucky,USA,Kentucky/USA,81,212,14,12,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,tayshaun_prince,2002,2015,N,Y,Y,2002,1,23,11.1,2.4,4.3,0,
1919,Laron,Profit,Laron Profit,"Profit, Laron",L. Profit,laron-profit,1977-08-05T00:00:00,Maryland,USA,Maryland/USA,77,204,3,"",Guard-Forward,Inactive,N,0,"","","","",laron_profit,1999,2005,N,Y,Y,1999,2,38,3.3,1.2,1.5,0,
201172,Gabe,Pruitt,Gabe Pruitt,"Pruitt, Gabe",G. Pruitt,gabe-pruitt,1986-04-19T00:00:00,Southern California,USA,Southern California/USA,76,170,2,13,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,gabe_pruitt,2007,2008,Y,Y,Y,2007,2,32,2,0.8,0.8,0,
2038,Joel,Przybilla,Joel Przybilla,"Przybilla, Joel",J. Przybilla,joel-przybilla,1979-10-10T00:00:00,Minnesota,USA,Minnesota/USA,85,245,13,10,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,joel_przybilla,2000,2012,N,Y,Y,2000,1,9,3.9,0.4,6.2,0,
1626643,Jacob,Pullen,Jacob Pullen,"Pullen, Jacob",J. Pullen,jacob-pullen,1989-11-10T00:00:00,Kansas State,USA,Kansas State/USA,73,200,0,"",Guard,Inactive,N,0,"","","","",jacob_pullen,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.7,0,0,0,
1628681,Rodney,Purvis,Rodney Purvis,"Purvis, Rodney",R. Purvis,rodney-purvis,1994-02-14T00:00:00,Connecticut,USA,Connecticut/USA,76,205,1,15,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,rodney_purvis,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,6,1.1,1.7,0,
1627817,Tim,Quarterman,Tim Quarterman,"Quarterman, Tim",T. Quarterman,tim-quarterman,1994-10-27T00:00:00,Louisiana State,USA,Louisiana State/USA,78,190,1,"",Guard,Inactive,N,0,"","","","",tim_quarterman,2016,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.8,0.6,0.9,0,
200809,Chris,Quinn,Chris Quinn,"Quinn, Chris",C. Quinn,chris-quinn,1983-09-27T00:00:00,Notre Dame,USA,Notre Dame/USA,74,175,6,20,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,chris_quinn,2006,2012,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.5,1.9,1.1,0,
1628397,Ivan,Rabb,Ivan Rabb,"Rabb, Ivan",I. Rabb,ivan-rabb,1997-02-04T00:00:00,California-Berkeley,USA,California-Berkeley/USA,82,220,2,10,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,ivan_rabb,2017,2018,Y,Y,Y,2017,2,35,5.7,1,4.3,0,
2209,Vladimir,Radmanovic,Vladimir Radmanovic,"Radmanovic, Vladimir",V. Radmanovic,vladimir-radmanovic,1980-11-19T00:00:00,FMP,Serbia,FMP/Serbia,82,235,12,77,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vladimir_radmanovic,2001,2012,N,Y,Y,2001,1,12,8,1.4,3.8,0,
1893,Aleksandar,Radojevic,Aleksandar Radojevic,"Radojevic, Aleksandar",A. Radojevic,aleksandar-radojevic,1976-08-08T00:00:00,Buducnost,Bosnia and Herzegovina,Buducnost/Bosnia and Herzegovina,87,250,1,"",Center,Inactive,N,0,"","","","",aleksandar_radojevic,1999,2004,N,Y,Y,1999,1,12,1.7,0.5,2.4,0,
203545,Miroslav,Raduljica,Miroslav Raduljica,"Raduljica, Miroslav",M. Raduljica,miroslav-raduljica,1988-01-05T00:00:00,Efes Pilsen,Serbia,Efes Pilsen/Serbia,84,250,1,"",Center,Inactive,N,0,"","","","",miroslav_raduljica,2013,2014,N,Y,Y,Undrafted,Undrafted,Undrafted,3.6,0.4,2.1,0,
2080,Igor,Rakocevic,Igor Rakocevic,"Rakocevic, Igor",I. Rakocevic,igor-rakocevic,1978-03-29T00:00:00,Buducnost,Serbia,Buducnost/Serbia,74,184,1,36,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,igor_rakocevic,2002,2002,N,Y,Y,2000,2,51,1.9,0.8,0.4,0,
2762,Peter John,Ramos,Peter John Ramos,"Ramos, Peter John",P. Ramos,peter-john-ramos,1985-05-23T00:00:00,Caguas,Puerto Rico,Caguas/Puerto Rico,87,275,1,"",Center,Inactive,N,0,"","","","",peter john_ramos,2004,2004,Y,Y,Y,2004,2,32,1.8,0,0.7,0,
1626184,Chasson,Randle,Chasson Randle,"Randle, Chasson",C. Randle,chasson-randle,1993-02-05T00:00:00,Stanford,USA,Stanford/USA,74,185,3,25,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,chasson_randle,2016,2020,Y,Y,Y,2015,None,None,5.7,2.7,2.1,,0.059
203944,Julius,Randle,Julius Randle,"Randle, Julius",J. Randle,julius-randle,1994-11-29T00:00:00,Kentucky,USA,Kentucky/USA,80,250,6,30,Forward-Center,Active,Y,1610612752,Knicks,NYK,knicks,New York,julius_randle,2014,2020,N,Y,Y,2014,1,7,23.3,5.9,10.9,,0.164
201576,Anthony,Randolph,Anthony Randolph,"Randolph, Anthony",A. Randolph,anthony-randolph,1989-07-15T00:00:00,Louisiana State,USA,Louisiana State/USA,,,5,"","",Inactive,N,0,"","","","",anthony_randolph,2008,2016,N,Y,Y,2008,1,14,7.1,0.7,4.3,0,
101183,Shavlik,Randolph,Shavlik Randolph,"Randolph, Shavlik",S. Randolph,shavlik-randolph,1983-11-24T00:00:00,Duke,USA,Duke/USA,82,236,7,"",Forward,Inactive,N,0,"","","","",shavlik_randolph,2005,2014,N,Y,Y,Undrafted,Undrafted,Undrafted,2.3,0.2,2.5,0,
2216,Zach,Randolph,Zach Randolph,"Randolph, Zach",Z. Randolph,zach-randolph,1981-07-16T00:00:00,Michigan State,USA,Michigan State/USA,81,250,17,50,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,zach_randolph,2001,2017,N,Y,Y,2001,1,19,16.6,1.8,9.1,2,
1628504,Xavier,Rathan-Mayes,Xavier Rathan-Mayes,"Rathan-Mayes, Xavier",X. Rathan-Mayes,xavier-rathan-mayes,1994-04-29T00:00:00,Florida State,Canada,Florida State/Canada,76,208,0,"",Guard,Inactive,N,0,"","","","",xavier_rathan-mayes,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,5.8,3.6,1,0,
689,Theo,Ratliff,Theo Ratliff,"Ratliff, Theo",T. Ratliff,theo-ratliff,1973-04-17T00:00:00,Wyoming,USA,Wyoming/USA,82,235,16,50,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,theo_ratliff,1995,2010,N,Y,Y,1995,1,18,7.2,0.6,5.7,0,
202360,Andy,Rautins,Andy Rautins,"Rautins, Andy",A. Rautins,andy-rautins,1986-11-02T00:00:00,Syracuse,USA,Syracuse/USA,76,190,1,11,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,andy_rautins,2010,2010,Y,Y,Y,2010,2,38,1.6,0.6,0.2,0,
200810,Allan,Ray,Allan Ray,"Ray, Allan",A. Ray,allan-ray,1984-06-17T00:00:00,Villanova,USA,Villanova/USA,,,1,"","",Inactive,N,0,"","","","",allan_ray,2006,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,6.2,0.9,1.5,0,
1629729,Josh,Reaves,Josh Reaves,"Reaves, Josh",J. Reaves,josh-reaves,1997-06-04T00:00:00,Penn State,USA,Penn State/USA,76,214,1,23,Guard-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,josh_reaves,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,2,0.8,0.8,0,
1442,Zeljko,Rebraca,Zeljko Rebraca,"Rebraca, Zeljko",Z. Rebraca,zeljko-rebraca,1972-04-09T00:00:00,Panathinaikos,Serbia,Panathinaikos/Serbia,84,265,5,11,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,zeljko_rebraca,2001,2005,N,Y,Y,1994,2,54,5.9,0.4,3.2,0,
695,Eldridge,Recasner,Eldridge Recasner,"Recasner, Eldridge",E. Recasner,eldridge-recasner,1967-12-14T00:00:00,Washington,USA,Washington/USA,,,7,"",Guard,Inactive,N,0,"","","","",eldridge_recasner,1994,2001,N,Y,Y,1992,None,None,5.9,1.8,1.8,0,
2072,Michael,Redd,Michael Redd,"Redd, Michael",M. Redd,michael-redd,1979-08-24T00:00:00,Ohio State,USA,Ohio State/USA,78,215,12,22,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,michael_redd,2000,2011,N,Y,Y,2000,2,43,19,2.1,3.8,1,
1629629,Cam,Reddish,Cam Reddish,"Reddish, Cam",C. Reddish,cam-reddish,1999-09-01T00:00:00,Duke,USA,Duke/USA,80,218,1,22,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,cameron_reddish,2019,2020,N,Y,Y,2019,1,10,11.2,1.3,4,,0.053
200755,JJ,Redick,JJ Redick,"Redick, JJ",J. Redick,jj-redick,1984-06-24T00:00:00,Duke,USA,Duke/USA,75,200,14,4,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jj_redick,2006,2020,N,Y,Y,2006,1,11,8.7,1.3,1.7,,0.071
1628432,Davon,Reed,Davon Reed,"Reed, Davon",D. Reed,davon-reed,1995-06-11T00:00:00,Miami,USA,Miami/USA,77,208,2,32,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,davon_reed,2017,2018,Y,Y,Y,2017,2,32,2.4,0.5,1.5,0,
2770,Justin,Reed,Justin Reed,"Reed, Justin",J. Reed,justin-reed,1982-01-16T00:00:00,Mississippi,USA,Mississippi/USA,80,240,3,"",Forward,Inactive,N,0,"","","","",justin_reed,2004,2006,Y,Y,Y,2004,2,40,3.5,0.5,1.4,0,
203186,Willie,Reed,Willie Reed,"Reed, Willie",W. Reed,willie-reed,1990-05-16T00:00:00,St. Louis,USA,St. Louis/USA,83,245,2,"",Center,Inactive,N,0,"","","","",willie_reed,2012,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.9,0.3,3.8,0,
690,Don,Reid,Don Reid,"Reid, Don",D. Reid,don-reid,1973-12-30T00:00:00,Georgetown,USA,Georgetown/USA,80,250,8,52,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,don_reid,1995,2002,N,Y,Y,1995,2,58,3.6,0.4,2.9,0,
1629675,Naz,Reid,Naz Reid,"Reid, Naz",N. Reid,naz-reid,1999-08-26T00:00:00,Louisiana State,USA,Louisiana State/USA,81,264,1,11,Center-Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,naz_reid,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,11.4,1.2,4.6,,0.113
202385,Ryan,Reid,Ryan Reid,"Reid, Ryan",R. Reid,ryan-reid,1986-10-30T00:00:00,Florida State,USA,Florida State/USA,80,235,0,"",Forward,Inactive,N,0,"","","","",ryan_reid,2011,2011,Y,Y,Y,2010,2,57,1.6,0,0.4,0,
